,0
"RangeIndex(start=0, stop=1, step=1)","   COST (billion euros)  Cost per MWh produced (euros/MWh)
0             19.606939                           0.000037"
offshore,2.419290165376
onshore,8.946488175218999
pv,4.785445011116341
river,0.111375
lake,0.16385884765449996
biogas,0.6641798763862333
phs,0.22188461379576682
battery,1.1440686320079616
methanation,1.150348680162465
