,0
"RangeIndex(start=0, stop=1, step=1)","   COST (billion euros)  Cost per MWh produced (euros/MWh)
0              19.13417                           0.000036"
offshore,2.419290165376
onshore,8.946488175218999
pv,4.785445011116341
river,0.111375
lake,0.16385884765449996
biogas,0.17168214175182006
phs,0.22188410023259517
battery,1.1536229715034725
methanation,1.1605235150339386
