,0
"RangeIndex(start=0, stop=1, step=1)","   COST (billion euros)  Cost per MWh produced (euros/MWh)
0             19.502916                           0.000037"
offshore,2.419290165376
onshore,8.946488175218999
pv,4.785445011116341
river,0.111375
lake,0.16385884765449996
biogas,0.559920100651899
phs,0.2218839668152486
battery,1.1424739420649397
methanation,1.1521806713773164
