,0
"RangeIndex(start=0, stop=1, step=1)","   COST (billion euros)  Cost per MWh produced (euros/MWh)
0             19.584639                           0.000039"
offshore,2.419290165376
onshore,8.946488175218999
pv,4.785445011116341
river,0.111375
lake,0.16385884765449996
biogas,0.6272835451198611
phs,0.2218842840353748
battery,1.1570223531191965
methanation,1.1519919863047376
