hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,5.4,15.42,0.0,1.27,0.0,0.0,9.3,4.96,0.0,-0.0,-0.0,-7.66,88.9,23.36,7138.37,0.0,7.44,0.0,28.69
1,5.5,15.76,0.0,1.3,0.0,0.0,9.3,7.01,0.0,-0.0,-0.0,-7.66,78.57,18.14,7142.89,0.0,7.47,0.0,31.21
2,5.59,16.01,0.0,1.11,0.0,0.0,9.3,3.36,0.0,-0.0,-0.0,-7.66,68.23,10.76,7147.41,0.0,0.0,7.43,27.7
3,5.77,16.44,0.0,1.12,0.0,0.0,9.3,3.01,0.0,-0.0,-0.0,-7.66,57.9,7.22,7151.93,0.0,7.44,0.0,27.99
4,5.95,17.25,0.0,1.21,0.0,0.0,9.3,2.11,0.0,-0.0,-0.0,-7.66,47.57,4.05,7156.45,0.0,7.44,0.0,28.16
5,6.09,18.13,0.0,1.25,0.0,0.0,9.3,0.91,0.0,-0.0,-0.0,-7.66,37.23,1.84,7160.97,0.0,7.44,0.0,28.02
6,6.26,19.06,0.0,1.21,0.0,0.0,9.3,0.83,0.0,-0.0,-0.0,-7.66,26.9,0.87,7165.48,0.0,0.0,7.45,29.0
7,6.53,20.37,3.01,1.18,0.0,0.0,4.34,0.0,0.0,-0.0,-0.0,-7.66,16.57,0.0,7170.0,0.0,0.0,7.43,27.78
8,6.89,21.35,24.3,1.19,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,11.74,0.0,7174.52,0.0,7.47,0.0,31.14
9,7.11,21.92,47.98,1.31,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,20.58,0.0,7179.04,0.0,0.0,7.54,37.23
10,7.21,23.34,61.71,1.38,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,29.41,0.0,7183.56,0.0,0.0,7.57,40.06
11,7.16,24.04,64.62,1.38,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,38.25,0.0,7188.08,0.0,0.0,7.61,43.68
12,7.02,24.39,60.8,1.29,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,47.08,0.0,7192.6,0.0,0.0,7.64,46.73
13,6.93,24.01,52.41,1.36,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,55.92,0.0,7197.12,0.0,0.0,7.62,44.52
14,7.07,22.91,35.87,1.25,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,64.75,0.0,7201.64,0.0,0.0,7.54,37.07
15,7.69,25.27,12.78,1.27,0.0,0.0,0.0,0.0,0.0,-5.89,-0.0,-7.66,73.59,0.0,7206.16,7.5,0.0,0.0,33.46
16,8.38,29.53,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-0.12,-0.0,-7.66,79.18,0.0,7210.68,7.47,0.0,0.0,31.38
17,8.83,31.62,0.0,1.33,0.0,0.0,0.0,0.0,0.0,-1.88,-0.0,-7.66,79.3,0.0,7215.2,7.48,0.0,0.0,32.25
18,9.04,32.08,0.0,1.45,0.0,0.0,0.0,0.0,0.0,-0.88,-0.0,-7.66,81.09,0.0,7219.72,7.5,0.0,0.0,34.03
19,9.13,31.43,0.0,1.82,0.0,0.0,2.3,0.0,0.0,-0.0,-0.0,-7.66,81.92,0.0,7224.24,0.0,0.0,7.54,37.01
20,9.16,30.86,0.0,1.71,0.0,0.0,6.29,0.0,0.0,-0.0,-0.0,-7.66,79.37,0.0,7228.76,0.0,0.0,7.57,40.36
21,9.15,30.56,0.0,1.5,0.0,0.0,4.39,0.0,0.0,-0.0,-0.0,-7.66,72.38,0.0,7233.28,4.91,2.63,0.0,37.94
22,9.16,30.49,0.0,1.47,0.0,0.0,2.18,0.0,0.0,-0.0,-0.0,-7.66,67.5,0.0,7237.79,0.0,0.0,7.52,35.63
23,9.14,30.45,0.0,1.39,0.0,0.0,0.0,0.0,0.0,-2.01,-0.0,-7.66,65.09,0.0,7242.31,0.0,7.47,0.0,31.3
24,9.04,30.48,0.0,1.31,0.0,0.0,0.0,0.0,0.0,-1.02,-0.0,-7.66,67.0,0.0,7246.83,0.0,0.0,7.48,32.15
25,8.93,30.22,0.0,1.15,0.0,0.0,1.83,0.0,0.0,-0.0,-0.0,-7.66,67.97,0.0,7251.35,0.0,7.51,0.0,34.47
26,8.93,30.31,0.0,1.1,0.0,0.0,0.0,0.0,0.0,-0.78,-0.0,-7.66,65.94,0.0,7255.87,0.0,7.48,0.0,31.91
27,9.05,30.86,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-1.85,-0.0,-7.66,66.68,0.0,7260.39,0.0,7.48,0.0,31.55
28,9.21,31.78,0.0,1.16,0.0,0.0,0.0,0.0,0.0,-3.2,-0.0,-7.66,68.44,0.0,7264.91,0.0,7.47,0.0,31.29
29,9.4,32.59,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-5.45,-0.0,-7.66,71.48,0.0,7269.43,7.46,0.0,0.0,30.09
30,9.56,33.31,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-5.01,-0.0,-7.66,76.66,0.0,7273.95,0.0,7.47,0.0,31.4
31,9.7,34.74,3.01,1.18,0.0,0.0,0.0,0.0,0.0,-5.81,-0.0,-7.66,81.42,0.0,7278.47,0.0,7.52,0.0,35.17
32,9.77,34.49,22.03,1.23,0.0,0.0,0.0,0.0,0.0,-9.3,-6.65,-7.66,86.93,0.0,7282.99,0.0,7.52,0.0,35.83
33,9.53,31.32,39.53,1.33,0.0,0.0,0.0,0.0,0.0,-9.3,-20.08,-7.66,95.77,5.99,7287.51,0.0,0.0,7.56,39.43
34,9.44,30.53,49.05,1.43,0.0,0.0,0.0,0.0,0.0,-9.3,-20.08,-7.66,104.6,24.06,7292.03,0.0,0.0,7.69,51.43
35,9.51,31.75,49.9,1.5,0.0,0.0,0.0,0.0,0.0,-9.3,-19.76,-7.66,113.44,42.13,7296.55,0.0,7.74,0.0,55.94
36,9.5,31.49,45.65,1.58,0.0,0.0,0.0,0.0,0.0,-9.3,-11.68,-7.66,122.27,59.91,7301.07,0.0,0.0,7.78,59.58
37,9.66,30.97,36.67,1.62,0.0,0.0,0.0,0.0,0.0,-9.3,-4.13,-7.66,131.11,70.42,7305.59,7.77,0.0,0.0,57.83
38,10.03,31.85,22.99,1.46,0.0,0.0,0.0,0.0,0.0,-4.41,-0.0,-7.66,139.94,74.14,7310.11,0.0,0.0,7.73,54.27
39,10.59,38.67,6.49,1.43,0.0,0.0,1.34,0.0,0.0,-0.0,-0.0,-7.66,144.13,74.14,7314.62,0.0,7.69,0.0,50.85
40,11.0,44.16,0.0,1.59,0.0,0.0,0.0,0.0,0.0,-8.88,-0.0,-7.66,142.64,74.14,7319.14,0.0,7.57,0.0,40.21
41,11.09,44.55,0.0,1.9,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,151.08,74.14,7323.66,0.0,7.58,0.0,40.58
