hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,12.47,58.78,0.0,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7831.25,0.0,0.0,7.44,28.69
1,12.46,58.6,0.0,1.3,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7835.77,0.0,0.0,7.47,31.21
2,12.44,58.77,0.0,1.11,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7840.29,0.0,0.0,7.43,27.7
3,12.44,58.54,0.0,1.12,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7844.81,0.0,0.0,7.44,27.99
4,12.4,58.73,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7849.33,0.0,0.0,7.44,28.16
5,12.33,58.78,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7853.85,0.0,0.0,7.44,28.02
6,12.31,58.3,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7858.37,0.0,0.0,7.45,29.0
7,12.19,56.17,0.76,1.18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7862.89,0.0,0.0,7.43,27.78
8,12.08,55.19,5.58,1.19,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7867.41,0.0,0.0,7.47,31.14
9,12.02,54.1,11.48,1.31,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7871.93,0.0,0.0,7.54,37.23
10,11.87,54.39,18.02,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7876.45,0.0,0.0,7.57,40.06
11,11.84,54.93,20.34,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7880.97,0.0,0.0,7.61,43.68
12,11.75,54.72,18.47,1.29,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7885.49,0.0,0.0,7.64,46.73
13,11.72,54.04,14.53,1.36,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7890.01,0.0,0.0,7.62,44.52
14,11.73,53.82,9.74,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7894.53,0.0,0.0,7.54,37.07
15,11.75,54.05,4.09,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7899.04,0.0,0.0,7.5,33.46
16,11.85,54.78,0.05,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7903.56,7.47,0.0,0.0,31.38
17,11.96,54.87,0.0,1.33,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7908.08,0.0,7.48,0.0,32.25
18,12.1,54.82,0.0,1.45,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7912.6,7.5,0.0,0.0,34.03
19,12.18,54.89,0.0,1.82,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7917.12,0.0,0.0,7.54,37.01
20,12.23,54.35,0.0,1.71,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7921.64,0.0,7.57,0.0,40.36
21,12.21,54.59,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7926.16,7.55,0.0,0.0,37.94
22,12.22,56.11,0.0,1.47,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7930.68,7.52,0.0,0.0,35.63
23,12.22,56.48,0.0,1.39,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7935.2,0.0,0.0,7.47,31.3
24,12.22,56.75,0.0,1.31,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7939.72,0.0,0.0,7.48,32.15
25,12.18,56.95,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7944.24,0.0,7.51,0.0,34.47
26,12.09,56.56,0.0,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7948.76,0.0,0.0,7.48,31.91
27,11.96,56.26,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7953.28,0.0,0.0,7.48,31.55
28,11.9,55.08,0.0,1.16,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7957.8,0.0,7.47,0.0,31.29
29,11.95,55.14,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7962.32,0.0,0.0,7.46,30.09
30,11.96,56.31,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7966.84,0.0,0.0,7.47,31.4
31,12.02,56.57,0.38,1.18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7971.35,0.0,7.52,0.0,35.17
32,12.21,57.06,11.73,1.23,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7975.87,0.0,0.0,7.52,35.83
33,12.36,56.51,27.43,1.33,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7980.39,0.0,0.0,7.56,39.43
34,12.42,57.39,36.89,1.43,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7984.91,0.0,0.0,7.69,51.43
35,12.44,60.21,39.97,1.5,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7989.43,0.0,0.0,7.74,55.94
36,12.44,62.15,38.27,1.58,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7993.95,0.0,0.0,7.78,59.58
37,12.42,62.46,32.19,1.62,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7998.47,0.0,0.0,7.77,57.83
38,12.41,62.44,19.87,1.46,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,8002.99,0.0,0.0,7.73,54.27
39,12.42,62.82,5.51,1.43,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,8007.51,0.0,0.0,7.69,50.85
40,12.44,63.3,0.01,1.59,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,8012.03,0.0,0.0,7.57,40.21
41,12.43,63.24,0.0,1.9,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,8016.55,0.0,7.58,0.0,40.58
42,12.39,62.58,0.0,2.24,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,8021.07,0.0,7.63,0.0,45.96
43,12.33,61.53,0.0,2.49,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,8025.59,7.67,0.0,0.0,49.29
44,12.26,60.42,0.0,2.43,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,8030.11,0.0,7.61,0.0,43.87
45,12.17,60.11,0.0,2.12,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,8034.63,0.0,7.6,0.0,43.17
46,12.13,59.51,0.0,1.93,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,8039.15,0.0,0.0,7.62,44.28
47,12.03,58.37,0.0,1.93,0.0,0.0,0.0,0.0,0.0,-4.93,-0.0,-7.66,0.0,0.0,8043.67,0.0,7.58,0.0,40.97
48,11.91,56.4,0.0,1.9,0.0,0.0,0.0,0.0,0.0,-9.3,-8.7,-7.66,4.68,0.0,8048.18,0.0,7.58,0.0,41.35
49,11.72,53.6,0.0,1.79,0.0,0.0,0.0,0.0,0.0,-9.3,-0.04,-7.66,13.52,7.83,8052.7,0.0,0.0,7.68,50.11
