hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,4.92,11.31,0.0,1.27,0.0,0.0,1.86,9.34,0.0,-0.0,-0.0,-0.0,180.0,72.02,11942.12,7.44,0.0,0.0,28.69
1,4.82,11.45,0.0,1.3,0.0,0.0,9.3,4.34,0.0,-0.0,-0.0,-0.0,177.94,62.19,11942.12,0.0,7.47,0.0,31.21
2,4.94,12.16,0.0,1.11,0.0,0.0,9.3,0.19,0.0,-0.0,-0.0,-0.0,167.61,57.62,11942.12,0.0,7.43,0.0,27.7
3,5.23,12.84,0.0,1.12,0.0,0.0,8.8,0.0,0.0,-0.0,-0.0,-0.0,157.27,57.41,11942.12,0.5,6.94,0.0,27.99
4,5.8,13.93,0.0,1.21,0.0,0.0,7.21,0.0,0.0,-0.0,-0.0,-0.0,147.5,57.41,11942.12,2.09,0.0,5.35,28.16
5,6.4,15.09,0.0,1.25,0.0,0.0,5.28,0.0,0.0,-0.0,-0.0,-0.0,139.48,57.41,11942.12,0.0,7.44,0.0,28.02
6,6.79,15.98,0.0,1.21,0.0,0.0,5.02,0.0,0.0,-0.0,-0.0,-0.0,133.61,57.41,11942.12,0.0,7.45,0.0,29.0
7,6.97,16.51,0.55,1.18,0.0,0.0,1.47,1.1,0.0,-0.0,-0.0,-0.0,128.04,57.41,11942.12,0.0,7.43,0.0,27.78
8,6.93,16.24,9.86,1.19,0.0,0.0,0.0,0.0,0.0,-3.09,-0.0,-0.0,126.4,56.26,11942.12,0.0,0.0,7.47,31.14
9,6.6,14.79,24.83,1.31,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-0.98,129.34,56.26,11942.12,7.54,0.0,0.0,37.23
10,6.23,14.43,38.94,1.38,0.0,0.0,0.0,0.0,0.0,-9.3,-3.96,-7.66,138.17,56.26,11942.7,7.57,0.0,0.0,40.06
11,5.6,13.1,47.02,1.38,0.0,0.0,0.0,0.0,0.0,-9.3,-6.47,-7.66,147.01,59.83,11947.22,0.0,7.61,0.0,43.68
12,5.07,11.95,47.86,1.29,0.0,0.0,0.0,0.0,0.0,-9.3,-5.39,-4.75,155.84,65.65,11951.74,0.0,0.0,7.64,46.73
13,4.84,11.45,40.22,1.36,0.0,0.0,0.0,0.0,0.0,-9.3,-4.05,-0.0,164.68,70.5,11954.54,0.0,7.62,0.0,44.52
14,5.0,12.05,25.6,1.25,0.0,0.0,0.0,0.0,0.0,-6.83,-0.0,-0.0,173.51,74.14,11954.54,7.54,0.0,0.0,37.07
