hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,4.97,24.98,0.0,1.27,0.0,0.0,5.86,0.0,0.0,-0.0,-0.0,-7.66,68.04,3.35,1544.77,0.0,7.45,0.0,29.42
1,4.64,23.4,0.0,1.3,0.0,0.0,6.91,0.0,0.0,-0.0,-0.0,-7.66,61.53,3.35,1549.29,0.0,7.44,0.0,28.59
2,4.4,21.89,0.0,1.11,0.0,0.0,9.3,1.02,0.0,-0.0,-0.0,-7.66,53.85,3.35,1553.81,0.0,7.46,0.0,30.06
3,4.39,20.59,0.0,1.12,0.0,0.0,9.3,1.12,0.0,-0.0,-0.0,-7.66,43.52,2.27,1558.33,0.0,0.0,7.45,28.86
4,4.61,19.64,0.0,1.21,0.0,0.0,9.3,0.55,0.0,-0.0,-0.0,-7.66,33.19,1.09,1562.85,0.0,7.43,0.0,27.65
5,4.96,19.24,0.0,1.25,0.0,0.0,9.3,0.49,0.0,-0.0,-0.0,-7.66,22.85,0.51,1567.37,0.0,7.43,0.0,27.57
6,5.68,19.85,0.0,1.21,0.0,0.0,7.81,0.0,0.0,-0.0,-0.0,-7.66,12.52,0.0,1571.89,0.0,7.43,0.0,26.89
7,6.62,21.69,1.98,1.18,0.0,0.0,3.46,0.0,0.0,-0.0,-0.0,-7.66,3.84,0.0,1576.41,0.0,7.43,0.0,27.27
8,7.5,23.25,12.45,1.19,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1580.93,7.47,0.0,0.0,30.76
9,8.01,23.27,23.6,1.31,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1585.45,0.0,0.0,7.56,39.13
10,8.6,23.88,32.35,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1589.97,7.58,0.0,0.0,41.15
11,9.57,26.86,36.59,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1594.49,0.0,7.62,0.0,44.62
12,10.38,31.28,34.83,1.29,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1599.0,7.62,0.0,0.0,44.44
13,11.06,36.01,28.25,1.36,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1603.52,0.0,0.0,7.62,44.33
14,11.53,41.43,18.49,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1608.04,7.54,0.0,0.0,37.48
15,11.87,47.0,6.02,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1612.56,0.0,7.52,0.0,35.69
16,12.07,51.37,0.01,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1617.08,7.46,0.0,0.0,29.94
17,12.18,55.13,0.0,1.33,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1621.6,0.0,0.0,7.46,29.73
18,12.34,58.44,0.0,1.45,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1626.12,0.0,0.0,7.51,34.66
19,12.35,59.63,0.0,1.82,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1630.64,0.0,7.55,0.0,38.29
20,12.27,60.11,0.0,1.71,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1635.16,7.58,0.0,0.0,40.68
21,12.16,60.76,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-8.86,-0.0,-7.66,0.0,0.0,1639.68,0.0,7.56,0.0,39.4
22,12.03,60.11,0.0,1.47,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,8.42,0.0,1644.2,0.0,0.0,7.51,34.31
23,11.74,58.45,0.0,1.39,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,17.26,0.0,1648.72,0.0,0.0,7.46,30.5
24,11.51,56.72,0.0,1.31,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,26.09,0.0,1653.24,0.0,0.0,7.5,33.72
25,11.62,55.04,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,34.93,0.0,1657.76,0.0,0.0,7.52,35.17
26,11.59,52.91,0.0,1.1,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,43.76,0.0,1662.28,7.5,0.0,0.0,33.9
27,11.5,50.37,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,52.6,0.0,1666.8,7.47,0.0,0.0,30.93
28,11.46,48.26,0.0,1.16,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,61.43,0.0,1671.32,0.0,7.49,0.0,32.83
29,11.4,45.98,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,70.27,0.0,1675.83,0.0,7.48,0.0,31.67
30,11.27,43.1,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,79.1,0.0,1680.35,0.0,0.0,7.47,30.59
