hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,10.94,40.8,0.0,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,8137.19,7.45,0.0,0.0,29.42
1,11.12,42.09,0.0,1.3,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,8141.71,0.0,0.0,7.44,28.59
2,11.12,42.89,0.0,1.11,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,0.0,0.0,8146.23,0.0,0.0,7.46,30.06
3,11.04,43.18,0.0,1.12,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,8.84,0.0,8150.75,7.45,0.0,0.0,28.86
4,10.77,42.95,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,17.67,0.0,8155.27,0.0,0.0,7.43,27.65
5,10.52,43.16,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,26.5,0.0,8159.79,0.0,7.43,0.0,27.57
6,10.37,43.29,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,35.34,0.0,8164.31,7.43,0.0,0.0,26.89
7,10.22,43.4,0.49,1.18,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,44.17,0.0,8168.82,7.43,0.0,0.0,27.27
8,10.19,42.93,7.38,1.19,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,53.01,0.0,8173.34,7.47,0.0,0.0,30.76
9,10.06,41.0,19.11,1.31,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,61.84,0.0,8177.86,0.0,7.56,0.0,39.13
10,9.94,40.13,29.47,1.38,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,70.68,0.0,8182.38,0.0,0.0,7.58,41.15
11,9.99,41.15,33.73,1.38,0.0,0.0,0.0,0.0,0.0,-9.3,-10.83,-7.66,79.52,0.0,8186.9,0.0,0.0,7.62,44.62
12,10.1,41.35,32.55,1.29,0.0,0.0,0.0,0.0,0.0,-9.3,-20.08,-7.66,88.35,9.75,8191.42,0.0,0.0,7.62,44.44
13,10.22,41.21,25.23,1.36,0.0,0.0,0.0,0.0,0.0,-9.3,-16.73,-7.66,97.19,27.82,8195.94,0.0,7.62,0.0,44.33
14,10.35,40.76,14.91,1.25,0.0,0.0,0.0,0.0,0.0,-9.3,-12.84,-7.66,106.02,42.88,8200.46,0.0,7.54,0.0,37.48
