hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,12.47,58.78,0.0,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7721.01,0.0,0.0,7.45,29.42
1,12.46,58.6,0.0,1.3,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7725.53,0.0,0.0,7.44,28.59
2,12.44,58.77,0.0,1.11,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7730.05,0.0,0.0,7.46,30.06
3,12.44,58.54,0.0,1.12,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7734.57,0.0,0.0,7.45,28.86
4,12.4,58.73,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7739.09,0.0,0.0,7.43,27.65
5,12.33,58.78,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7743.61,0.0,0.0,7.43,27.57
6,12.31,58.3,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7748.13,0.0,0.0,7.43,26.89
7,12.19,56.17,0.76,1.18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7752.65,0.0,0.0,7.43,27.27
8,12.08,55.19,5.58,1.19,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7757.16,0.0,0.0,7.47,30.76
9,12.02,54.1,11.48,1.31,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7761.68,0.0,0.0,7.56,39.13
10,11.87,54.39,18.02,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7766.2,0.0,0.0,7.58,41.15
11,11.84,54.93,20.34,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7770.72,0.0,0.0,7.62,44.62
12,11.75,54.72,18.47,1.29,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7775.24,0.0,0.0,7.62,44.44
13,11.72,54.04,14.53,1.36,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7779.76,0.0,0.0,7.62,44.33
14,11.73,53.82,9.74,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7784.28,0.0,0.0,7.54,37.48
15,11.75,54.05,4.09,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7788.8,0.0,0.0,7.52,35.69
16,11.85,54.78,0.05,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7793.32,0.0,0.0,7.46,29.94
17,11.96,54.87,0.0,1.33,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7797.84,0.0,0.0,7.46,29.73
18,12.1,54.82,0.0,1.45,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7802.36,7.51,0.0,0.0,34.66
19,12.18,54.89,0.0,1.82,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,7806.88,0.0,7.55,0.0,38.29
