hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,5.82,15.78,0.0,1.27,0.0,0.0,0.0,0.0,6.56,-0.0,-0.0,-0.0,180.0,74.14,10084.34,0.0,7.45,0.0,29.42
1,5.74,16.61,0.0,1.3,0.0,0.0,0.0,0.0,4.94,-0.0,-0.0,-0.0,180.0,74.14,10069.77,7.44,0.0,0.0,28.59
2,5.61,17.1,0.0,1.11,0.0,0.0,3.99,0.0,2.25,-0.0,-0.0,-0.0,180.0,74.14,10058.79,5.31,0.0,2.15,30.06
3,5.64,17.78,0.0,1.12,0.0,0.0,0.0,0.0,4.33,-0.0,-0.0,-0.0,175.57,74.14,10053.78,0.0,7.45,0.0,28.86
4,5.72,18.42,0.0,1.21,0.0,0.0,0.0,0.0,2.3,-0.0,-0.0,-0.0,175.57,74.14,10044.16,0.0,7.43,0.0,27.65
5,5.71,18.84,0.0,1.25,0.0,0.0,0.0,0.0,1.77,-0.0,-0.0,-0.0,175.57,74.14,10039.05,0.0,7.43,0.0,27.57
6,5.51,18.56,0.0,1.21,0.0,0.0,0.0,0.0,1.61,-0.0,-0.0,-0.0,175.57,74.14,10035.13,0.0,7.43,0.0,26.89
7,5.18,17.63,1.44,1.18,0.0,0.0,0.0,0.0,1.84,-0.0,-0.0,-0.0,175.57,74.14,10031.55,7.43,0.0,0.0,27.27
8,4.64,15.8,10.37,1.19,0.0,0.0,0.0,0.0,0.0,-1.25,-0.0,-0.0,175.57,74.14,10027.46,7.47,0.0,0.0,30.76
9,3.71,12.38,20.22,1.31,0.0,0.0,0.0,0.0,1.5,-0.0,-0.0,-0.0,176.76,74.14,10027.46,0.0,7.56,0.0,39.13
10,2.83,9.66,29.24,1.38,0.0,0.0,0.0,0.0,0.0,-1.95,-0.0,-0.0,176.76,74.14,10024.12,7.58,0.0,0.0,41.15
11,2.3,8.42,33.98,1.38,0.0,0.0,0.0,0.0,0.0,-1.46,-0.0,-0.0,178.61,74.14,10024.12,0.0,0.0,7.62,44.62
12,1.94,7.63,32.17,1.29,0.0,0.0,0.0,0.0,1.42,-0.0,-0.0,-0.0,180.0,74.14,10024.12,7.62,0.0,0.0,44.44
13,1.67,6.98,24.01,1.36,0.0,0.0,9.3,1.01,0.0,-0.0,-0.0,-0.0,180.0,74.14,10020.96,0.0,0.0,7.62,44.33
14,1.6,6.49,14.42,1.25,0.0,0.0,9.3,4.41,0.0,-0.0,-0.0,-0.0,169.67,73.08,10020.96,0.0,0.0,7.54,37.48
15,1.7,6.45,4.89,1.27,0.0,0.0,0.0,0.0,21.38,-0.0,-0.0,-0.0,159.33,68.44,10020.96,0.0,0.0,7.52,35.69
16,1.99,7.04,0.01,1.25,0.0,0.0,9.3,10.35,0.0,-0.0,-0.0,-0.0,159.33,68.44,9973.45,0.0,0.0,7.46,29.94
17,2.46,7.5,0.0,1.33,0.0,0.0,0.0,0.0,18.44,-0.0,-0.0,-0.0,149.0,57.54,9973.45,0.0,7.46,0.0,29.73
18,3.02,8.15,0.0,1.45,0.0,0.0,0.0,0.0,22.04,-0.0,-0.0,-0.0,149.0,57.54,9932.48,0.0,0.0,7.51,34.66
19,3.55,9.21,0.0,1.82,0.0,0.0,0.0,0.0,23.71,-0.0,-0.0,-0.0,149.0,57.54,9883.49,0.0,7.55,0.0,38.29
20,3.94,10.2,0.0,1.71,0.0,0.0,0.0,0.0,24.83,-0.0,-0.0,-0.0,149.0,57.54,9830.81,0.0,0.0,7.58,40.68
21,4.12,10.71,0.0,1.5,0.0,0.0,0.0,0.0,23.08,-0.0,-0.0,-0.0,149.0,57.54,9775.63,0.0,7.56,0.0,39.4
22,4.17,10.81,0.0,1.47,0.0,0.0,0.0,0.0,17.87,-0.0,-0.0,-0.0,149.0,57.54,9724.34,0.0,7.51,0.0,34.31
23,4.1,10.65,0.0,1.39,0.0,0.0,0.0,0.0,14.37,-0.0,-0.0,-0.0,149.0,57.54,9684.63,0.0,7.46,0.0,30.5
24,3.99,10.39,0.0,1.31,0.0,0.0,0.0,0.0,18.03,-0.0,-0.0,-0.0,149.0,57.54,9652.7,0.0,7.5,0.0,33.72
25,3.85,10.34,0.0,1.15,0.0,0.0,0.0,0.0,19.84,-0.0,-0.0,-0.0,149.0,57.54,9612.64,7.52,0.0,0.0,35.17
26,3.81,10.92,0.0,1.1,0.0,0.0,0.0,0.0,18.08,-0.0,-0.0,-0.0,149.0,57.54,9568.55,7.5,0.0,0.0,33.9
27,4.04,12.18,0.0,1.15,0.0,0.0,0.0,0.0,13.56,-0.0,-0.0,-0.0,149.0,57.54,9528.38,0.0,7.47,0.0,30.93
28,4.52,13.69,0.0,1.16,0.0,0.0,0.0,0.0,13.46,-0.0,-0.0,-0.0,149.0,57.54,9498.25,0.0,7.49,0.0,32.83
29,4.83,15.08,0.0,1.21,0.0,0.0,0.0,0.0,10.55,-0.0,-0.0,-0.0,149.0,57.54,9468.34,0.0,7.48,0.0,31.67
30,4.77,15.61,0.0,1.21,0.0,0.0,0.0,0.0,9.0,-0.0,-0.0,-0.0,149.0,57.54,9444.9,7.47,0.0,0.0,30.59
31,4.56,15.47,1.76,1.18,0.0,0.0,0.0,0.0,15.39,-0.0,-0.0,-0.0,149.0,57.54,9424.9,0.0,7.55,0.0,38.35
