hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,11.68,47.03,0.0,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4482.64,7.45,0.0,0.0,29.42
1,11.77,47.7,0.0,1.3,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4487.16,0.0,7.44,0.0,28.59
2,11.76,47.68,0.0,1.11,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4491.68,0.0,7.46,0.0,30.06
3,11.61,47.27,0.0,1.12,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4496.2,0.0,0.0,7.45,28.86
4,11.43,47.38,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4500.71,0.0,0.0,7.43,27.65
5,11.29,48.63,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4505.23,0.0,7.43,0.0,27.57
6,11.16,48.4,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4509.75,0.0,7.43,0.0,26.89
7,11.24,47.65,1.77,1.18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4514.27,0.0,7.43,0.0,27.27
8,11.23,46.51,12.08,1.19,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4518.79,0.0,0.0,7.47,30.76
9,11.22,45.26,24.01,1.31,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4523.31,0.0,0.0,7.56,39.13
10,11.42,45.81,36.86,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4527.83,0.0,0.0,7.58,41.15
11,11.64,47.41,43.87,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4532.35,0.0,0.0,7.62,44.62
12,11.79,49.39,43.99,1.29,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4536.87,0.0,0.0,7.62,44.44
13,11.95,50.84,36.0,1.36,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4541.39,0.0,0.0,7.62,44.33
14,12.04,51.91,22.48,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4545.91,0.0,0.0,7.54,37.48
15,12.15,54.17,7.23,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4550.43,0.0,0.0,7.52,35.69
16,12.22,55.99,0.01,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4554.95,0.0,0.0,7.46,29.94
17,12.21,57.66,0.0,1.33,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4559.47,0.0,0.0,7.46,29.73
18,12.02,59.3,0.0,1.45,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4563.99,0.0,0.0,7.51,34.66
19,11.63,59.31,0.0,1.82,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4568.51,0.0,7.55,0.0,38.29
20,11.2,57.44,0.0,1.71,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4573.02,7.58,0.0,0.0,40.68
21,10.72,55.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4577.54,7.56,0.0,0.0,39.4
22,10.21,52.28,0.0,1.47,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4582.06,0.0,0.0,7.51,34.31
23,9.84,48.8,0.0,1.39,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4586.58,0.0,7.46,0.0,30.5
24,9.34,44.92,0.0,1.31,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4591.1,0.0,0.0,7.5,33.72
25,8.95,41.47,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4595.62,0.0,0.0,7.52,35.17
26,9.35,39.07,0.0,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4600.14,0.0,0.0,7.5,33.9
27,10.07,38.66,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4604.66,0.0,0.0,7.47,30.93
28,10.48,38.75,0.0,1.16,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4609.18,0.0,7.49,0.0,32.83
29,10.69,38.59,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4613.7,7.48,0.0,0.0,31.67
30,10.8,38.16,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4618.22,0.0,7.47,0.0,30.59
31,10.84,37.13,0.07,1.18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4622.74,0.0,7.55,0.0,38.35
32,10.83,36.84,2.66,1.23,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4627.26,7.51,0.0,0.0,34.62
33,10.79,38.27,7.06,1.33,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4631.78,7.56,0.0,0.0,39.59
34,10.83,40.8,13.36,1.43,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4636.3,0.0,7.71,0.0,52.53
35,11.01,44.23,19.3,1.5,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4640.82,0.0,7.72,0.0,54.13
36,11.07,47.02,17.25,1.58,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4645.34,0.0,7.81,0.0,61.93
37,10.99,46.13,12.96,1.62,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,4649.85,0.0,0.0,7.77,58.1
