hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,3.26,7.16,0.0,1.27,0.0,0.0,0.0,0.0,17.73,-0.0,-0.0,-0.0,180.0,74.14,6347.06,7.45,0.0,0.0,29.42
1,3.06,6.67,0.0,1.3,0.0,0.0,0.0,0.0,17.55,-0.0,-0.0,-0.0,180.0,74.14,6307.66,0.0,7.44,0.0,28.59
2,2.92,6.31,0.0,1.11,0.0,0.0,9.3,0.0,10.43,-0.0,-0.0,-0.0,180.0,74.14,6268.65,0.0,7.46,0.0,30.06
3,2.79,6.1,0.0,1.12,0.0,0.0,0.0,0.0,18.85,-0.0,-0.0,-0.0,169.67,74.14,6245.48,0.0,7.45,0.0,28.86
4,2.74,6.11,0.0,1.21,0.0,0.0,9.3,0.62,7.67,-0.0,-0.0,-0.0,169.67,74.14,6203.59,0.0,0.0,7.43,27.65
5,2.8,6.42,0.0,1.25,0.0,0.0,0.0,0.0,17.1,-0.0,-0.0,-0.0,159.33,73.49,6186.56,7.43,0.0,0.0,27.57
6,2.91,6.82,0.0,1.21,0.0,0.0,0.0,0.0,15.95,-0.0,-0.0,-0.0,159.33,73.49,6148.54,0.0,7.43,0.0,26.89
7,3.03,7.32,0.86,1.18,0.0,0.0,9.3,0.0,5.58,-0.0,-0.0,-0.0,159.33,73.49,6113.11,0.0,0.0,7.43,27.27
8,3.11,7.5,10.36,1.19,0.0,0.0,8.6,0.0,0.0,-0.0,-0.0,-0.0,149.0,73.49,6100.7,0.0,7.47,0.0,30.76
9,3.1,7.43,23.56,1.31,0.0,0.0,3.72,0.0,0.0,-0.0,-0.0,-0.0,139.45,73.49,6100.7,5.58,1.98,0.0,39.13
10,3.05,7.37,34.92,1.38,0.0,0.0,0.0,0.0,0.0,-5.57,-0.0,-0.0,135.31,73.49,6100.7,0.0,7.58,0.0,41.15
11,2.91,7.33,41.5,1.38,0.0,0.0,0.0,0.0,0.0,-8.5,-0.0,-0.0,140.61,73.49,6100.7,7.62,0.0,0.0,44.62
12,2.84,7.69,42.65,1.29,0.0,0.0,0.0,0.0,0.0,-9.3,-0.72,-0.0,148.68,73.49,6100.7,0.0,7.62,0.0,44.44
13,2.83,8.37,36.09,1.36,0.0,0.0,0.0,0.0,0.0,-4.32,-0.0,-0.0,157.52,74.14,6100.7,0.0,0.0,7.62,44.33
14,2.97,9.25,23.0,1.25,0.0,0.0,0.0,0.0,1.01,-0.0,-0.0,-0.0,161.62,74.14,6100.7,0.0,7.54,0.0,37.48
15,3.26,10.69,6.9,1.27,0.0,0.0,1.78,0.0,11.79,-0.0,-0.0,-0.0,161.62,74.14,6098.46,7.52,0.0,0.0,35.69
16,3.8,13.51,0.0,1.25,0.0,0.0,1.84,0.0,9.53,-0.0,-0.0,-0.0,159.64,74.14,6072.26,7.46,0.0,0.0,29.94
17,4.32,15.66,0.0,1.33,0.0,0.0,8.42,0.0,0.0,-0.0,-0.0,-0.0,157.6,74.14,6051.07,0.0,0.0,7.46,29.73
18,4.57,16.46,0.0,1.45,0.0,0.0,9.3,0.0,2.89,-0.0,-0.0,-0.0,148.24,74.14,6051.07,0.0,7.51,0.0,34.66
19,4.69,16.61,0.0,1.82,0.0,0.0,4.23,10.93,0.0,-0.0,-0.0,-0.0,137.91,74.14,6044.66,0.0,0.0,7.55,38.29
20,4.72,16.48,0.0,1.71,0.0,0.0,0.79,0.0,16.99,-0.0,-0.0,-0.0,133.21,62.63,6044.66,0.0,0.0,7.58,40.68
21,4.73,15.86,0.0,1.5,0.0,0.0,0.0,17.32,0.0,-0.0,-0.0,-0.0,132.34,62.63,6006.91,7.56,0.0,0.0,39.4
22,4.71,15.36,0.0,1.47,0.0,0.0,0.0,0.0,12.78,-0.0,-0.0,-0.0,132.34,44.4,6006.91,0.0,0.0,7.51,34.31
23,4.67,15.36,0.0,1.39,0.0,0.0,0.0,0.0,9.09,-0.0,-0.0,-0.0,132.34,44.4,5978.52,0.0,7.46,0.0,30.5
24,4.65,15.34,0.0,1.31,0.0,0.0,0.0,0.0,12.42,-0.0,-0.0,-0.0,132.34,44.4,5958.33,7.5,0.0,0.0,33.72
25,4.66,15.54,0.0,1.15,0.0,0.0,0.0,0.0,13.82,-0.0,-0.0,-0.0,132.34,44.4,5930.72,0.0,7.52,0.0,35.17
26,4.58,15.34,0.0,1.1,0.0,0.0,0.0,0.0,12.88,-0.0,-0.0,-0.0,132.34,44.4,5900.01,0.0,7.5,0.0,33.9
27,4.32,15.31,0.0,1.15,0.0,0.0,0.0,10.15,0.0,-0.0,-0.0,-0.0,132.34,44.4,5871.39,7.47,0.0,0.0,30.93
28,4.02,15.78,0.0,1.16,0.0,0.0,0.0,0.0,11.87,-0.0,-0.0,-0.0,132.34,33.72,5871.39,7.49,0.0,0.0,32.83
