hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,3.25,14.55,0.0,1.27,1.63,0.0,0.0,8.73,0.0,-0.0,-0.0,-0.0,20.67,25.35,7.4,0.0,7.45,0.0,29.42
1,2.61,12.05,0.0,1.3,0.0,0.0,9.3,0.0,3.33,-0.0,-0.0,-0.0,20.67,16.16,7.4,0.0,0.0,7.44,28.59
2,2.57,10.44,0.0,1.11,5.54,1.11,9.3,0.0,0.0,-0.0,-0.0,-0.0,10.33,16.16,0.0,0.0,0.0,7.46,30.06
3,2.95,9.44,0.0,1.12,0.0,0.0,0.0,15.35,0.0,-0.0,-0.0,-0.0,0.0,16.16,0.0,7.45,0.0,0.0,28.86
4,3.58,9.58,0.0,1.21,13.0,0.27,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.43,0.0,0.0,27.65
5,4.63,11.37,0.0,1.25,10.32,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.43,0.0,0.0,27.57
6,5.92,14.23,0.0,1.21,5.53,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.43,0.0,26.89
7,7.29,17.38,0.82,1.18,0.59,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.43,0.0,0.0,27.27
8,8.58,20.35,6.54,1.19,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-5.91,0.0,0.0,0.0,0.0,7.47,0.0,30.76
9,9.37,22.32,14.17,1.31,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,3.49,7.56,0.0,0.0,39.13
10,10.01,25.75,24.28,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,8.01,0.0,7.58,0.0,41.15
11,10.42,29.37,31.52,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,12.53,7.62,0.0,0.0,44.62
12,10.62,32.2,32.25,1.29,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,17.05,0.0,0.0,7.62,44.44
13,10.68,34.51,26.62,1.36,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,21.56,0.0,7.62,0.0,44.33
14,10.87,36.16,16.49,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,26.08,7.54,0.0,0.0,37.48
15,11.29,40.45,3.72,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,30.6,0.0,7.52,0.0,35.69
16,11.57,44.48,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,35.12,0.0,7.46,0.0,29.94
17,11.74,46.77,0.0,1.33,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,39.64,0.0,0.0,7.46,29.73
18,11.88,48.4,0.0,1.45,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,44.16,0.0,0.0,7.51,34.66
