hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,5.82,15.78,0.0,1.27,0.0,0.0,0.0,0.0,5.82,-0.0,-0.0,-0.0,180.0,74.14,10059.72,7.44,0.0,0.0,28.69
1,5.74,16.61,0.0,1.3,0.0,0.0,0.0,0.0,7.56,-0.0,-0.0,-0.0,180.0,74.14,10046.78,0.0,7.47,0.0,31.21
2,5.61,17.1,0.0,1.11,0.0,0.0,0.0,0.0,3.88,-0.0,-0.0,-0.0,180.0,74.14,10029.97,0.0,0.0,7.43,27.7
3,5.64,17.78,0.0,1.12,0.0,0.0,0.71,0.0,2.74,-0.0,-0.0,-0.0,180.0,74.14,10021.35,0.0,7.44,0.0,27.99
4,5.72,18.42,0.0,1.21,0.0,0.0,2.81,0.0,0.0,-0.0,-0.0,-0.0,179.21,74.14,10015.26,0.0,7.44,0.0,28.16
5,5.71,18.84,0.0,1.25,0.0,0.0,2.22,0.0,0.0,-0.0,-0.0,-0.0,176.09,74.14,10015.26,0.0,0.0,7.44,28.02
6,5.51,18.56,0.0,1.21,0.0,0.0,0.0,0.0,3.72,-0.0,-0.0,-0.0,173.62,74.14,10015.26,0.0,0.0,7.45,29.0
7,5.18,17.63,1.44,1.18,0.0,0.0,0.0,0.0,2.35,-0.0,-0.0,-0.0,173.62,74.14,10006.99,0.0,0.0,7.43,27.78
8,4.64,15.8,10.37,1.19,0.0,0.0,0.0,0.0,0.0,-0.87,-0.0,-0.0,173.62,74.14,10001.77,0.0,0.0,7.47,31.14
9,3.71,12.38,20.22,1.31,0.0,0.0,0.0,0.0,0.0,-0.39,-0.0,-0.0,174.45,74.14,10001.77,0.0,7.54,0.0,37.23
10,2.83,9.66,29.24,1.38,0.0,0.0,0.0,0.0,0.0,-3.04,-0.0,-0.0,174.83,74.14,10001.77,0.0,7.57,0.0,40.06
11,2.3,8.42,33.98,1.38,0.0,0.0,0.0,0.0,0.0,-2.4,-0.0,-0.0,177.72,74.14,10001.77,0.0,0.0,7.61,43.68
12,1.94,7.63,32.17,1.29,0.0,0.0,0.0,0.0,3.71,-0.0,-0.0,-0.0,180.0,74.14,10001.77,7.64,0.0,0.0,46.73
13,1.67,6.98,24.01,1.36,0.0,0.0,0.0,0.0,10.5,-0.0,-0.0,-0.0,180.0,74.14,9993.52,0.0,7.62,0.0,44.52
14,1.6,6.49,14.42,1.25,0.0,0.0,0.0,0.0,13.3,-0.0,-0.0,-0.0,180.0,74.14,9970.17,0.0,7.54,0.0,37.07
15,1.7,6.45,4.89,1.27,0.0,0.0,0.0,0.0,19.15,-0.0,-0.0,-0.0,180.0,74.14,9940.61,7.5,0.0,0.0,33.46
16,1.99,7.04,0.01,1.25,0.0,0.0,0.0,17.68,3.41,-0.0,-0.0,-0.0,180.0,74.14,9898.07,7.47,0.0,0.0,31.38
17,2.46,7.5,0.0,1.33,0.0,0.0,0.0,0.0,20.95,-0.0,-0.0,-0.0,180.0,55.53,9890.49,7.48,0.0,0.0,32.25
18,3.02,8.15,0.0,1.45,0.0,0.0,0.0,20.08,1.34,-0.0,-0.0,-0.0,180.0,55.53,9843.93,0.0,0.0,7.5,34.03
19,3.55,9.21,0.0,1.82,0.0,0.0,0.0,20.08,2.35,-0.0,-0.0,-0.0,180.0,34.4,9840.95,7.54,0.0,0.0,37.01
20,3.94,10.2,0.0,1.71,0.0,0.0,0.0,0.0,24.51,-0.0,-0.0,-0.0,180.0,13.26,9835.73,0.0,7.57,0.0,40.36
21,4.12,10.71,0.0,1.5,0.0,0.0,0.0,0.0,21.62,-0.0,-0.0,-0.0,180.0,13.26,9781.27,7.55,0.0,0.0,37.94
