,0
"RangeIndex(start=0, stop=1, step=1)","   COST (billion euros)  Cost per MWh produced (euros/MWh)
0             19.121859                           0.000036"
offshore,2.419290165376
onshore,8.946488175218999
pv,4.785445011116341
river,0.111375
lake,0.16385884765449996
biogas,0.1592714725575801
phs,0.22188408136442275
battery,1.1536563608115855
methanation,1.1605896132099511
