,0
"RangeIndex(start=0, stop=1, step=1)","   COST (billion euros)  Cost per MWh produced (euros/MWh)
0              19.77367                           0.000039"
offshore,2.419290165376
onshore,8.946488175218999
pv,4.785445011116341
river,0.111375
lake,0.16385884765449996
biogas,0.8189599053424187
phs,0.2218837877954439
battery,1.1514199661562472
methanation,1.1549495367852232
