hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,3.26,7.16,0.0,1.27,0.0,0.0,9.3,0.0,7.7,-0.0,-0.0,-0.0,180.0,74.14,6425.22,0.0,0.0,7.44,28.69
1,3.06,6.67,0.0,1.3,0.0,0.0,1.83,0.0,18.35,-0.0,-0.0,-0.0,169.67,74.14,6408.12,7.47,0.0,0.0,31.21
2,2.92,6.31,0.0,1.11,0.0,0.0,1.53,0.0,15.84,-0.0,-0.0,-0.0,167.64,74.14,6367.34,7.43,0.0,0.0,27.7
3,2.79,6.1,0.0,1.12,0.0,0.0,0.0,0.0,17.97,-0.0,-0.0,-0.0,165.94,74.14,6332.15,0.0,0.0,7.44,27.99
4,2.74,6.11,0.0,1.21,0.0,0.0,0.0,0.0,18.1,-0.0,-0.0,-0.0,165.94,74.14,6292.21,0.0,0.0,7.44,28.16
5,2.8,6.42,0.0,1.25,0.0,0.0,0.0,0.0,17.55,-0.0,-0.0,-0.0,165.94,74.14,6251.99,0.0,7.44,0.0,28.02
6,2.91,6.82,0.0,1.21,0.0,0.0,0.0,0.0,18.06,-0.0,-0.0,-0.0,165.94,74.14,6212.98,0.0,0.0,7.45,29.0
7,3.03,7.32,0.86,1.18,0.0,0.0,9.3,4.02,2.07,-0.0,-0.0,-0.0,165.94,74.14,6172.86,0.0,0.0,7.43,27.78
8,3.11,7.5,10.36,1.19,0.0,0.0,0.0,0.0,8.97,-0.0,-0.0,-0.0,155.61,69.91,6168.25,7.47,0.0,0.0,31.14
9,3.1,7.43,23.56,1.31,0.0,0.0,1.83,0.0,0.0,-0.0,-0.0,-0.0,155.61,69.91,6148.31,7.47,0.0,0.06,37.23
10,3.05,7.37,34.92,1.38,0.0,0.0,0.0,0.0,0.0,-6.66,-0.0,-0.0,153.58,69.91,6148.31,0.0,7.57,0.0,40.06
11,2.91,7.33,41.5,1.38,0.0,0.0,0.0,0.0,0.0,-9.3,-0.14,-0.0,159.91,69.91,6148.31,0.0,7.61,0.0,43.68
12,2.84,7.69,42.65,1.29,0.0,0.0,0.0,0.0,0.0,-7.73,-0.0,-0.0,168.74,70.04,6148.31,0.0,0.0,7.64,46.73
13,2.83,8.37,36.09,1.36,0.0,0.0,0.0,0.0,0.0,-4.12,-0.0,-0.0,176.08,70.04,6148.31,7.62,0.0,0.0,44.52
14,2.97,9.25,23.0,1.25,0.0,0.0,0.0,0.0,0.6,-0.0,-0.0,-0.0,180.0,70.04,6148.31,7.54,0.0,0.0,37.07
15,3.26,10.69,6.9,1.27,0.0,0.0,0.0,0.0,11.33,-0.0,-0.0,-0.0,180.0,70.04,6146.98,0.0,0.0,7.5,33.46
16,3.8,13.51,0.0,1.25,0.0,0.0,5.12,7.68,0.0,-0.0,-0.0,-0.0,180.0,70.04,6121.79,0.0,0.0,7.47,31.38
17,4.32,15.66,0.0,1.33,0.0,0.0,0.0,0.0,10.94,-0.0,-0.0,-0.0,174.31,61.95,6121.79,0.0,0.0,7.48,32.25
18,4.57,16.46,0.0,1.45,0.0,0.0,0.0,0.0,11.56,-0.0,-0.0,-0.0,174.31,61.95,6097.49,0.0,0.0,7.5,34.03
19,4.69,16.61,0.0,1.82,0.0,0.0,0.0,13.89,0.0,-0.0,-0.0,-0.0,174.31,61.95,6071.8,0.0,0.0,7.54,37.01
20,4.72,16.48,0.0,1.71,0.0,0.0,9.3,0.0,8.15,-0.0,-0.0,-0.0,174.31,47.33,6071.8,0.0,7.57,0.0,40.36
21,4.73,15.86,0.0,1.5,0.0,0.0,0.0,0.0,15.85,-0.0,-0.0,-0.0,163.97,47.33,6053.7,0.0,7.55,0.0,37.94
22,4.71,15.36,0.0,1.47,0.0,0.0,0.0,0.0,14.1,-0.0,-0.0,-0.0,163.97,47.33,6018.47,0.0,0.0,7.52,35.63
23,4.67,15.36,0.0,1.39,0.0,0.0,9.3,0.0,0.58,-0.0,-0.0,-0.0,163.97,47.33,5987.14,0.0,0.0,7.47,31.3
24,4.65,15.34,0.0,1.31,0.0,0.0,9.3,0.0,1.56,-0.0,-0.0,-0.0,153.64,47.33,5985.85,0.0,7.48,0.0,32.15
