hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,9.21,46.35,0.0,1.27,0.0,0.0,0.0,0.0,0.0,-9.3,-11.18,-7.66,85.66,35.07,10613.32,7.44,0.0,0.0,28.69
1,9.35,43.75,0.0,1.3,0.0,0.0,0.0,0.0,0.0,-9.3,-6.23,-7.66,94.5,45.13,10617.84,0.0,0.0,7.47,31.21
2,9.52,41.96,0.0,1.11,0.0,0.0,0.0,0.0,0.0,-9.3,-7.93,-7.66,103.33,50.74,10622.36,0.0,0.0,7.43,27.7
3,9.66,40.85,0.0,1.12,0.0,0.0,0.0,0.0,0.0,-9.3,-6.69,-7.66,112.17,57.87,10626.88,0.0,7.44,0.0,27.99
4,9.7,38.13,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-9.3,-3.92,-7.66,121.0,63.89,10631.4,0.0,0.0,7.44,28.16
5,9.81,36.62,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-9.3,-2.7,-7.66,129.84,67.42,10635.92,0.0,0.0,7.44,28.02
6,10.02,36.26,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-9.3,-1.52,-7.66,138.67,69.85,10640.44,7.45,0.0,0.0,29.0
7,10.13,35.91,0.11,1.18,0.0,0.0,0.0,0.0,0.0,-9.3,-2.6,-7.66,147.51,71.22,10644.96,7.43,0.0,0.0,27.78
8,9.93,33.84,3.79,1.19,0.0,0.0,0.0,0.0,0.0,-9.3,-0.65,-7.66,156.34,73.56,10649.48,0.0,7.47,0.0,31.14
9,9.35,29.81,9.35,1.31,0.0,0.0,0.0,0.0,0.0,-4.93,-0.0,-7.66,165.18,74.14,10654.0,0.0,7.54,0.0,37.23
10,8.99,29.01,12.67,1.38,0.0,0.0,0.0,0.0,0.0,-4.33,-0.0,-7.66,169.86,74.14,10658.51,0.0,7.57,0.0,40.06
11,9.01,30.46,15.02,1.38,0.0,0.0,0.0,0.0,0.0,-4.54,-0.0,-7.66,173.97,74.14,10663.03,0.0,7.61,0.0,43.68
12,8.88,30.32,15.72,1.29,0.0,0.0,0.0,0.0,0.0,-1.81,-0.0,-7.66,178.28,74.14,10667.55,0.0,7.64,0.0,46.73
13,8.48,27.6,12.97,1.36,0.0,0.0,1.68,0.09,0.0,-0.0,-0.0,-7.66,180.0,74.14,10672.07,7.62,0.0,0.0,44.52
14,8.12,23.84,8.14,1.25,0.0,0.0,3.38,0.0,0.0,-0.0,-0.0,-7.66,178.13,74.05,10676.59,0.0,0.0,7.54,37.07
15,8.23,24.9,2.8,1.27,0.0,0.0,3.93,0.0,0.0,-0.0,-0.0,-7.66,174.38,74.05,10681.11,0.0,0.0,7.5,33.46
