hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,12.47,64.55,0.0,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1632.62,0.0,0.0,7.44,28.69
1,12.48,63.99,0.0,1.3,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1637.14,0.0,0.0,7.47,31.21
2,12.49,63.58,0.0,1.11,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1641.66,0.0,0.0,7.43,27.7
3,12.45,63.11,0.0,1.12,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1646.18,0.0,0.0,7.44,27.99
4,12.43,62.39,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1650.7,0.0,0.0,7.44,28.16
5,12.43,61.8,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1655.22,0.0,0.0,7.44,28.02
6,12.43,60.95,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1659.74,0.0,0.0,7.45,29.0
7,12.35,59.79,0.05,1.18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1664.26,0.0,0.0,7.43,27.78
8,12.21,58.0,3.19,1.19,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1668.78,0.0,0.0,7.47,31.14
9,11.96,55.29,9.73,1.31,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1673.3,0.0,0.0,7.54,37.23
10,11.52,52.98,19.32,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1677.82,0.0,0.0,7.57,40.06
11,11.22,52.72,30.4,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1682.34,0.0,0.0,7.61,43.68
12,11.23,51.89,33.66,1.29,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1686.86,0.0,0.0,7.64,46.73
13,11.32,48.97,29.26,1.36,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1691.38,0.0,0.0,7.62,44.52
14,11.4,44.72,17.55,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1695.89,0.0,0.0,7.54,37.07
15,11.34,43.31,4.96,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1700.41,0.0,0.0,7.5,33.46
16,10.9,45.45,0.01,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1704.93,0.0,7.47,0.0,31.38
17,10.51,47.89,0.0,1.33,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1709.45,7.48,0.0,0.0,32.25
18,10.16,49.06,0.0,1.45,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1713.97,0.0,0.0,7.5,34.03
19,10.38,48.35,0.0,1.82,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1718.49,0.0,0.0,7.54,37.01
20,10.83,48.57,0.0,1.71,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1723.01,0.0,0.0,7.57,40.36
21,11.57,51.76,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1727.53,0.0,7.55,0.0,37.94
22,12.0,56.75,0.0,1.47,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1732.05,0.0,7.52,0.0,35.63
23,12.3,61.15,0.0,1.39,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,1736.57,0.0,0.0,7.47,31.3
24,12.37,65.54,0.0,1.31,0.0,0.0,0.0,0.0,0.0,-7.75,-0.0,-7.66,0.0,0.0,1741.09,0.0,0.0,7.48,32.15
25,12.34,66.66,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,7.36,0.0,1745.61,0.0,0.0,7.51,34.47
26,12.28,66.23,0.0,1.1,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,16.2,0.0,1750.13,0.0,0.0,7.48,31.91
27,12.2,65.04,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,25.03,0.0,1754.65,0.0,0.0,7.48,31.55
28,12.13,62.18,0.0,1.16,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,33.87,0.0,1759.17,0.0,0.0,7.47,31.29
29,12.11,59.21,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,42.7,0.0,1763.69,0.0,0.0,7.46,30.09
30,12.15,56.64,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,51.54,0.0,1768.21,0.0,0.0,7.47,31.4
31,12.15,55.0,1.81,1.18,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,60.37,0.0,1772.72,0.0,7.52,0.0,35.17
32,12.16,54.06,15.34,1.23,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,69.21,0.0,1777.24,0.0,0.0,7.52,35.83
33,12.16,53.63,32.2,1.33,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,78.04,0.0,1781.76,0.0,0.0,7.56,39.43
