hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,8.53,18.08,0.0,1.27,0.0,0.0,8.47,0.0,0.0,-0.0,-0.0,-7.66,60.45,0.0,12328.83,0.83,0.0,6.62,28.69
1,8.58,17.95,0.0,1.3,0.0,0.0,9.3,0.0,0.0,-0.0,-0.0,-5.92,51.03,0.0,12333.34,0.0,0.0,7.47,31.21
2,8.59,18.05,0.0,1.11,0.0,0.0,7.61,0.0,0.0,-0.0,-0.0,-7.66,40.7,0.0,12336.84,0.0,0.0,7.43,27.7
3,8.88,18.84,0.0,1.12,0.0,0.0,6.81,0.0,0.0,-0.0,-0.0,-7.66,32.24,0.0,12341.36,0.0,0.0,7.44,27.99
4,9.07,19.95,0.0,1.21,0.0,0.0,5.59,0.0,0.0,-0.0,-0.0,-7.66,24.67,0.0,12345.88,0.0,7.44,0.0,28.16
5,8.73,19.36,0.0,1.25,0.0,0.0,6.34,0.0,0.0,-0.0,-0.0,-7.66,18.46,0.0,12350.4,0.0,0.0,7.44,28.02
6,8.66,18.85,0.0,1.21,0.0,0.0,7.94,0.0,0.0,-0.0,-0.0,-7.66,11.41,0.0,12354.91,0.0,0.0,7.45,29.0
7,9.31,20.01,2.61,1.18,0.0,0.0,2.33,0.0,0.0,-0.0,-0.0,-7.66,2.59,0.0,12359.43,0.0,0.0,7.43,27.78
8,10.16,22.11,30.07,1.19,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,12363.95,0.0,7.47,0.0,31.14
9,9.99,20.82,54.04,1.31,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,12368.47,0.0,0.0,7.54,37.23
10,9.3,19.03,68.25,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,12372.99,0.0,0.0,7.57,40.06
11,9.32,20.31,73.96,1.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,12377.51,0.0,0.0,7.61,43.68
12,9.58,22.92,71.2,1.29,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,12382.03,0.0,0.0,7.64,46.73
13,9.75,23.76,61.04,1.36,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,12386.55,0.0,0.0,7.62,44.52
14,9.91,25.36,43.27,1.25,0.0,0.0,0.0,0.0,0.0,-0.75,-0.0,-7.66,0.0,0.0,12391.07,0.0,0.0,7.54,37.07
15,10.23,29.48,17.62,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.72,0.0,12395.59,0.0,0.0,7.5,33.46
16,10.54,33.93,0.21,1.25,0.0,0.0,0.0,0.0,0.0,-6.88,-0.0,-7.66,0.72,0.0,12400.11,0.0,7.47,0.0,31.38
17,10.76,36.94,0.0,1.33,0.0,0.0,0.0,0.0,0.0,-9.13,-0.0,-7.66,7.26,0.0,12404.63,0.0,0.0,7.48,32.25
18,10.97,39.18,0.0,1.45,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,15.93,0.0,12409.15,0.0,7.5,0.0,34.03
19,11.17,40.82,0.0,1.82,0.0,0.0,0.0,0.0,0.0,-9.13,-0.0,-7.66,24.76,0.0,12413.67,0.0,7.54,0.0,37.01
20,11.35,41.96,0.0,1.71,0.0,0.0,0.0,0.0,0.0,-7.0,-0.0,-7.66,33.44,0.0,12418.19,0.0,7.57,0.0,40.36
21,11.47,42.71,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,40.09,0.0,12422.7,0.0,7.55,0.0,37.94
22,11.62,43.32,0.0,1.47,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,48.93,0.0,12427.23,7.52,0.0,0.0,35.63
23,11.74,43.61,0.0,1.39,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,57.76,0.0,12431.74,0.0,7.47,0.0,31.3
24,11.82,43.94,0.0,1.31,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,66.6,0.0,12436.26,0.0,7.48,0.0,32.15
25,11.86,44.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,75.43,0.0,12440.78,0.0,0.0,7.51,34.47
26,11.84,44.67,0.0,1.1,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,84.27,0.0,12445.3,0.0,0.0,7.48,31.91
27,11.83,45.33,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,93.1,0.0,12449.82,7.48,0.0,0.0,31.55
28,11.85,46.77,0.0,1.16,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,101.94,0.0,12454.34,7.47,0.0,0.0,31.29
29,11.7,48.21,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-9.3,-3.49,-7.66,110.77,0.0,12458.86,7.46,0.0,0.0,30.09
30,11.46,47.38,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-9.3,-11.69,-7.66,119.61,3.14,12463.38,0.0,7.47,0.0,31.4
31,11.28,45.27,2.72,1.18,0.0,0.0,0.0,0.0,0.0,-9.3,-8.32,-7.66,128.44,13.66,12467.9,0.0,7.52,0.0,35.17
32,10.53,42.22,19.57,1.23,0.0,0.0,0.0,0.0,0.0,-9.3,-20.08,-7.66,137.28,21.15,12472.42,0.0,0.0,7.52,35.83
33,9.59,36.82,31.3,1.33,0.0,0.0,0.0,0.0,0.0,-9.3,-20.08,-7.66,146.11,39.22,12476.94,0.0,0.0,7.56,39.43
