hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
0,9.83,26.51,0.0,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,602.41,0.0,7.44,0.0,28.69
1,10.3,27.83,0.0,1.3,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,606.93,0.0,0.0,7.47,31.21
2,10.74,28.74,0.0,1.11,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-7.66,0.0,0.0,611.45,0.0,7.43,0.0,27.7
3,11.22,29.87,0.0,1.12,0.0,0.0,0.0,0.0,0.0,-1.04,-0.0,-7.66,0.0,0.0,615.97,7.44,0.0,0.0,27.99
4,11.56,30.74,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-7.69,-0.0,-7.66,0.99,0.0,620.49,7.44,0.0,0.0,28.16
5,11.81,32.53,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,8.29,0.0,625.01,0.0,0.0,7.44,28.02
6,11.8,34.1,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,17.13,0.0,629.53,0.0,7.45,0.0,29.0
7,11.85,35.05,1.49,1.18,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,25.96,0.0,634.05,0.0,0.0,7.43,27.78
8,11.55,34.39,7.95,1.19,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,34.8,0.0,638.57,0.0,0.0,7.47,31.14
9,11.08,34.31,12.32,1.31,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,43.63,0.0,643.09,0.0,0.0,7.54,37.23
10,10.81,36.07,13.56,1.38,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,52.47,0.0,647.61,0.0,0.0,7.57,40.06
11,10.21,35.76,12.85,1.38,0.0,0.0,0.0,0.0,0.0,-8.85,-0.0,-7.66,61.3,0.0,652.12,0.0,7.61,0.0,43.68
12,9.6,33.61,11.95,1.29,0.0,0.0,0.0,0.0,0.0,-2.06,-0.0,-7.66,69.72,0.0,656.64,7.64,0.0,0.0,46.73
13,9.31,30.34,10.33,1.36,0.0,0.0,0.84,0.0,0.0,-0.0,-0.0,-7.66,71.67,0.0,661.16,0.0,7.62,0.0,44.52
14,9.31,26.77,8.17,1.25,0.0,0.0,0.0,0.0,0.0,-0.79,-0.0,-7.66,70.74,0.0,665.68,0.0,7.54,0.0,37.07
15,9.42,25.53,3.73,1.27,0.0,0.0,1.17,0.0,0.0,-0.0,-0.0,-7.66,71.49,0.0,670.2,7.5,0.0,0.0,33.46
16,9.65,26.52,0.01,1.25,0.0,0.0,1.61,0.0,0.0,-0.0,-0.0,-7.66,70.19,0.0,674.72,7.47,0.0,0.0,31.38
17,9.86,27.68,0.0,1.33,0.0,0.0,1.04,0.0,0.0,-0.0,-0.0,-7.66,68.4,0.0,679.24,0.0,7.48,0.0,32.25
18,10.07,29.1,0.0,1.45,0.0,0.0,1.08,0.0,0.0,-0.0,-0.0,-7.66,67.24,0.0,683.76,0.0,7.5,0.0,34.03
19,10.19,30.48,0.0,1.82,0.0,0.0,2.18,0.0,0.0,-0.0,-0.0,-7.66,66.05,0.0,688.28,0.0,7.54,0.0,37.01
20,10.28,30.71,0.0,1.71,0.0,0.0,5.32,0.0,0.0,-0.0,-0.0,-7.66,63.62,0.0,692.8,0.0,0.0,7.57,40.36
21,10.3,30.75,0.0,1.5,0.0,0.0,3.05,0.0,0.0,-0.0,-0.0,-7.66,57.71,0.0,697.32,6.25,1.3,0.0,37.94
22,10.34,31.83,0.0,1.47,0.0,0.0,0.0,0.0,0.0,-0.35,-0.0,-7.66,54.32,0.0,701.84,7.52,0.0,0.0,35.63
23,10.51,33.9,0.0,1.39,0.0,0.0,0.0,0.0,0.0,-6.83,-0.0,-7.66,54.65,0.0,706.36,0.0,7.47,0.0,31.3
24,10.63,34.38,0.0,1.31,0.0,0.0,0.0,0.0,0.0,-6.51,-0.0,-7.66,61.14,0.0,710.88,0.0,0.0,7.48,32.15
25,10.71,34.79,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-4.52,-0.0,-7.66,67.33,0.0,715.4,0.0,7.51,0.0,34.47
26,10.68,34.53,0.0,1.1,0.0,0.0,0.0,0.0,0.0,-6.74,-0.0,-7.66,71.62,0.0,719.92,7.48,0.0,0.0,31.91
27,10.65,34.85,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-7.44,-0.0,-7.66,78.03,0.0,724.43,0.0,0.0,7.48,31.55
28,10.63,35.38,0.0,1.16,0.0,0.0,0.0,0.0,0.0,-8.22,-0.0,-7.66,85.1,0.0,728.95,7.47,0.0,0.0,31.29
29,10.63,36.27,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,92.91,0.0,733.47,0.0,7.46,0.0,30.09
30,10.63,37.54,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,101.75,0.0,737.99,0.0,0.0,7.47,31.4
31,10.53,38.33,1.7,1.18,0.0,0.0,0.0,0.0,0.0,-8.92,-0.0,-7.66,110.58,0.0,742.51,7.52,0.0,0.0,35.17
32,10.43,38.21,12.27,1.23,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-7.66,119.06,0.0,747.03,0.0,7.52,0.0,35.83
33,10.24,38.57,24.89,1.33,0.0,0.0,0.0,0.0,0.0,-9.3,-16.37,-7.66,127.89,0.0,751.55,0.0,0.0,7.56,39.43
34,10.05,40.44,35.6,1.43,0.0,0.0,0.0,0.0,0.0,-9.3,-19.14,-7.66,136.73,14.74,756.07,7.69,0.0,0.0,51.43
35,9.84,41.93,40.45,1.5,0.0,0.0,0.0,0.0,0.0,-9.3,-20.08,-7.66,145.56,31.96,760.59,0.0,0.0,7.74,55.94
36,9.58,42.72,39.03,1.58,0.0,0.0,0.0,0.0,0.0,-9.3,-16.37,-7.66,154.4,50.03,765.11,7.78,0.0,0.0,59.58
37,9.3,42.01,32.28,1.62,0.0,0.0,0.0,0.0,0.0,-9.3,-10.42,-7.66,163.23,64.77,769.63,0.0,7.77,0.0,57.83
38,9.0,38.68,21.13,1.46,0.0,0.0,0.0,0.0,0.0,-8.35,-0.0,-7.66,172.07,74.14,774.15,7.73,0.0,0.0,54.27
39,8.89,37.57,6.96,1.43,0.0,0.0,1.41,0.0,0.0,-0.0,-0.0,-5.41,180.0,74.14,778.67,7.69,0.0,0.0,50.85
40,8.89,38.97,0.02,1.59,0.0,0.0,0.0,0.0,0.0,-1.6,-0.0,-7.66,178.43,74.14,781.86,7.57,0.0,0.0,40.21
41,8.59,37.8,0.0,1.9,0.0,0.0,0.0,0.0,0.0,-0.05,-0.0,-7.66,179.96,74.14,786.38,0.0,7.58,0.0,40.58
42,8.03,35.41,0.0,2.24,0.0,0.0,0.28,0.0,0.0,-0.0,-0.0,-0.0,180.0,74.14,790.9,0.0,0.0,7.63,45.96
43,7.17,32.58,0.0,2.49,0.0,0.0,7.04,0.0,0.0,-0.0,-0.0,-0.0,179.69,74.14,790.9,0.0,0.0,7.67,49.29
44,6.2,29.71,0.0,2.43,0.0,0.0,5.53,0.0,0.0,-0.0,-0.0,-0.0,171.87,74.14,790.9,0.0,0.0,7.61,43.87
45,5.15,26.83,0.0,2.12,0.0,0.0,9.06,0.0,0.0,-0.0,-0.0,-0.0,165.72,74.14,790.9,0.0,0.0,7.6,43.17
